id,item,item_num_only,conditions,response_1,response_2,read_time
611e289d09098,P9,P9,a,2,True,[6121]
611e289d09098,L_N15,15,n,4,False,[3595]
611e289d09098,P4,P4,a,6,False,[4724]
611e289d09098,L_P8,8,p,6,True,[3836]
611e289d09098,P1,P1,a,2,True,[3919]
611e289d09098,L_P5,5,p,5,True,[3166]
611e289d09098,P11,P11,a,6,True,[5300]
611e289d09098,L_K13,13,k,7,True,[5353]
611e289d09098,L_N18,18,n,6,True,[4390]
611e29e59ac65,P6,P6,a,7,True,[33913]
611e29e59ac65,P4,P4,a,2,False,[21928]
611e29e59ac65,L_N20,20,n,5,True,[17678]
611e29e59ac65,L_P4,4,p,4,False,[15089]
611e29e59ac65,P11,P11,a,5,True,[15690]
611e29e59ac65,L_K21,21,k,5,True,[22813]
611e29e59ac65,P8,P8,a,3,True,[19461]
611e29e59ac65,P10,P10,a,3,True,[20743]
611e29e59ac65,P3,P3,a,1,False,[17184]
611e29e59ac65,P17,P17,a,1,True,[16744]
611e29e59ac65,P18,P18,a,7,False,[22158]
611e29e59ac65,L_K9,9,k,7,True,[28881]
611e29e59ac65,L_N14,14,n,4,True,[9975]
611e29e59ac65,P16,P16,a,7,True,[24584]
611e29e59ac65,P19,P19,a,6,True,[25034]
611e29e59ac65,P13,P13,a,3,False,[31817]
611e29e59ac65,P24,P24,a,6,False,[15676]
611e29e59ac65,L_K18,18,k,7,True,[20136]
611e29e59ac65,L_N8,8,n,5,True,[44520]
611e29e59ac65,P5,P5,a,4,True,[29567]
611e29e59ac65,P2,P2,a,6,True,[27486]
611e29e59ac65,L_K12,12,k,6,True,[6291]
611e29e59ac65,L_P1,1,p,5,True,[13091]
611e29e59ac65,L_N11,11,n,4,False,[7004]
611e29e59ac65,L_P10,10,p,4,True,[25136]
611e29e59ac65,L_P7,7,p,6,True,[10102]
611e29e59ac65,P20,P20,a,2,False,[16836]
611e29e59ac65,P23,P23,a,5,False,[19404]
611e29e59ac65,P21,P21,a,1,False,[25198]
611e29e59ac65,L_N2,2,n,4,True,[5487]
611e29e59ac65,P9,P9,a,2,True,[21976]
611e29e59ac65,L_N17,17,n,4,True,[6910]
611e29e59ac65,P14,P14,a,5,True,[20476]
611e29e59ac65,L_K6,6,k,6,True,[16991]
611e29e59ac65,L_N5,5,n,4,True,[12501]
611e29e59ac65,P15,P15,a,5,True,[20068]
611e29e59ac65,L_K15,15,k,5,True,[26545]
611e29e59ac65,P22,P22,a,1,False,[24695]
611e29e59ac65,P7,P7,a,5,True,[19045]
611e29e59ac65,L_P19,19,p,5,True,[9274]
611e29e59ac65,L_P13,13,p,7,True,[15050]
611e29e59ac65,L_P16,16,p,4,True,[22271]
611e29e59ac65,L_K3,3,k,5,False,[14886]
611e29e59ac65,P12,P12,a,6,True,[23382]
611e29e59ac65,P1,P1,a,3,False,[14721]
611e2a8b3ba89,P24,P24,a,6,True,[18903]
611e2a8b3ba89,P11,P11,a,3,True,[17510]
611e2a8b3ba89,L_P18,18,p,6,True,[18541]
611e2a8b3ba89,P21,P21,a,3,True,[25074]
611e2a8b3ba89,L_P6,6,p,4,True,[21506]
611e2a8b3ba89,P5,P5,a,3,True,[16923]
611e2a8b3ba89,P6,P6,a,6,True,[28475]
611e2a8b3ba89,L_N4,4,n,6,True,[24620]
611e2a8b3ba89,L_N19,19,n,5,True,[29191]
611e2a8b3ba89,P10,P10,a,2,True,[20948]
611e2a8b3ba89,L_P9,9,p,6,False,[18280]
611e2a8b3ba89,P2,P2,a,6,True,[31735]
611e2a8b3ba89,L_N7,7,n,6,True,[9187]
611e2a8b3ba89,P13,P13,a,3,True,[11485]
611e2a8b3ba89,P7,P7,a,5,True,[18920]
611e2a8b3ba89,P19,P19,a,6,True,[4712]
611e2a8b3ba89,L_K11,11,k,6,True,[7988]
611e2a8b3ba89,L_P15,15,p,4,True,[19631]
611e2a8b3ba89,L_N10,10,n,4,True,[12512]
611e2a8b3ba89,L_P3,3,p,5,True,[11347]
611e2a8b3ba89,L_K14,14,k,4,True,[10095]
611e2a8b3ba89,P23,P23,a,6,True,[20128]
611e2a8b3ba89,L_K2,2,k,4,True,[8084]
611e2a8b3ba89,P22,P22,a,2,True,[13129]
611e2a8b3ba89,L_K5,5,k,4,True,[10793]
611e2a8b3ba89,L_P12,12,p,5,True,[8175]
611e2a8b3ba89,L_N1,1,n,5,True,[7238]
611e2a8b3ba89,P8,P8,a,2,True,[17581]
611e2a8b3ba89,L_N16,16,n,4,True,[30320]
611e2a8b3ba89,L_K8,8,k,5,True,[39263]
611e2a8b3ba89,P9,P9,a,3,True,[23224]
611e2a8b3ba89,L_K20,20,k,6,True,[19988]
611e2a8b3ba89,L_P21,21,p,6,True,[17310]
611e2a8b3ba89,P20,P20,a,4,True,[21051]
611e2a8b3ba89,P15,P15,a,6,True,[24092]
611e2a8b3ba89,P12,P12,a,6,True,[24533]
611e2a8b3ba89,L_N13,13,n,6,True,[18240]
611e2a8b3ba89,P1,P1,a,2,True,[16528]
611e2a8b3ba89,P3,P3,a,2,True,[17300]
611e2a8b3ba89,L_K17,17,k,3,True,[7649]
611e2a8b3ba89,P14,P14,a,4,True,[23784]
611e2a8b3ba89,P17,P17,a,2,True,[14523]
611e2a8b3ba89,P4,P4,a,3,True,[14428]
611e2a8b3ba89,P16,P16,a,6,True,[24518]
611e2a8b3ba89,P18,P18,a,6,True,[18396]
611e2a9c2555f,L_P3,3,p,4,True,[18842]
611e2a9c2555f,L_P18,18,p,7,True,[14401]
611e2a9c2555f,L_K8,8,k,7,True,[12500]
611e2a9c2555f,P24,P24,a,4,False,[23391]
611e2a9c2555f,L_P21,21,p,6,True,[29326]
611e2a9c2555f,P21,P21,a,3,False,[21693]
611e2a9c2555f,P7,P7,a,4,True,[11455]
611e2a9c2555f,L_N4,4,n,4,True,[17291]
611e2a9c2555f,P17,P17,a,1,True,[12885]
611e2a9c2555f,L_P15,15,p,5,True,[12336]
611e2a9c2555f,L_P12,12,p,6,True,[9802]
611e2a9c2555f,P8,P8,a,1,True,[11752]
611e2a9c2555f,L_P9,9,p,7,True,[13100]
611e2a9c2555f,P19,P19,a,2,True,[18275]
611e2a9c2555f,L_N16,16,n,4,False,[19835]
611e2a9c2555f,P5,P5,a,1,True,[11798]
611e2a9c2555f,P14,P14,a,2,True,[15060]
611e2a9c2555f,P2,P2,a,6,False,[14621]
611e2a9c2555f,P16,P16,a,4,False,[24593]
611e2a9c2555f,L_K14,14,k,7,True,[8753]
611e2a9c2555f,L_N1,1,n,7,True,[7152]
611e2a9c2555f,P4,P4,a,5,True,[8619]
611e2a9c2555f,P23,P23,a,6,False,[16843]
611e2a9c2555f,P15,P15,a,1,True,[10083]
611e2a9c2555f,L_K11,11,k,4,False,[5082]
611e2a9c2555f,L_P6,6,p,6,False,[14340]
611e2a9c2555f,P9,P9,a,1,True,[13371]
611e2a9c2555f,P13,P13,a,1,True,[10508]
611e2a9c2555f,L_K2,2,k,4,True,[9040]
611e2a9c2555f,L_K20,20,k,7,True,[10972]
611e2a9c2555f,L_N7,7,n,4,True,[7576]
611e2a9c2555f,P20,P20,a,4,False,[11931]
611e2a9c2555f,L_N19,19,n,7,True,[8075]
611e2a9c2555f,P10,P10,a,6,True,[10800]
611e2a9c2555f,L_K5,5,k,5,False,[12849]
611e2a9c2555f,P11,P11,a,1,True,[7191]
611e2a9c2555f,P22,P22,a,5,False,[10197]
611e2a9c2555f,L_N13,13,n,7,False,[9781]
611e2a9c2555f,L_K17,17,k,2,True,[6269]
611e2a9c2555f,P12,P12,a,3,True,[14253]
611e2a9c2555f,L_N10,10,n,4,False,[15228]
611e2a9c2555f,P3,P3,a,1,False,[14217]
611e2a9c2555f,P18,P18,a,7,False,[12987]
611e2a9c2555f,P1,P1,a,1,False,[13377]
611e2a9c2555f,P6,P6,a,1,True,[28702]
611e2aef15d64,L_N11,11,n,5,False,[10310]
611e2aef15d64,P11,P11,a,3,True,[15705]
611e2aef15d64,L_P1,1,p,6,False,[12299]
611e2aef15d64,P22,P22,a,2,True,[61506]
611e2aef15d64,P2,P2,a,6,True,[22462]
611e2aef15d64,P9,P9,a,3,True,[14882]
611e2aef15d64,L_N20,20,n,6,True,[15332]
611e2aef15d64,P8,P8,a,2,True,[14291]
611e2aef15d64,L_P7,7,p,6,True,[11106]
611e2aef15d64,P21,P21,a,3,False,[20725]
611e2aef15d64,L_P13,13,p,6,True,[26600]
611e2aef15d64,P24,P24,a,7,False,[19678]
611e2aef15d64,L_K6,6,k,4,False,[20707]
611e2aef15d64,L_K21,21,k,7,True,[18369]
611e2aef15d64,P7,P7,a,3,True,[12972]
611e2aef15d64,P23,P23,a,5,False,[22926]
611e2aef15d64,L_K18,18,k,6,True,[14060]
611e2aef15d64,P12,P12,a,3,True,[21016]
611e2aef15d64,P3,P3,a,2,False,[20727]
611e2aef15d64,P5,P5,a,4,True,[13020]
611e2aef15d64,P18,P18,a,6,True,[15390]
611e2aef15d64,L_N5,5,n,4,False,[11580]
611e2aef15d64,L_K3,3,k,2,True,[25096]
611e2aef15d64,L_P4,4,p,5,True,[19818]
611e2aef15d64,L_P16,16,p,6,True,[20144]
611e2aef15d64,L_P10,10,p,4,True,[60967]
611e2aef15d64,L_N17,17,n,2,True,[6732]
611e2aef15d64,P14,P14,a,7,True,[23382]
611e2aef15d64,P13,P13,a,6,True,[17444]
611e2aef15d64,P20,P20,a,6,False,[17638]
611e2aef15d64,L_K12,12,k,7,True,[10436]
611e2aef15d64,P17,P17,a,2,True,[9406]
611e2aef15d64,L_K9,9,k,3,True,[35885]
611e2aef15d64,L_N2,2,n,7,True,[7074]
611e2aef15d64,P16,P16,a,7,False,[19926]
611e2aef15d64,L_P19,19,p,6,True,[11388]
611e2aef15d64,L_K15,15,k,7,True,[16706]
611e2aef15d64,P19,P19,a,4,True,[19479]
611e2aef15d64,P15,P15,a,3,True,[16752]
611e2aef15d64,L_N14,14,n,4,False,[12210]
611e2aef15d64,P10,P10,a,5,False,[15608]
611e2aef15d64,P6,P6,a,7,True,[19630]
611e2aef15d64,P4,P4,a,6,False,[14207]
611e2aef15d64,L_N8,8,n,6,True,[16062]
611e2aef15d64,P1,P1,a,2,False,[15563]
611e2b09502e2,L_P15,15,p,4,False,[33656]
611e2b09502e2,P4,P4,a,4,False,[16427]
611e2b09502e2,L_K5,5,k,5,True,[11007]
611e2b09502e2,P13,P13,a,5,False,[19664]
611e2b09502e2,P18,P18,a,7,True,[26429]
611e2b09502e2,P11,P11,a,3,True,[20321]
611e2b09502e2,P16,P16,a,7,False,[47966]
611e2b09502e2,P3,P3,a,1,False,[24123]
611e2b09502e2,P15,P15,a,4,True,[19404]
611e2b09502e2,P10,P10,a,1,True,[19529]
611e2b09502e2,L_K20,20,k,7,True,[19760]
611e2b09502e2,L_N10,10,n,4,False,[18426]
611e2b09502e2,L_K11,11,k,6,True,[6965]
611e2b09502e2,P8,P8,a,2,True,[19750]
611e2b09502e2,P19,P19,a,6,True,[27214]
611e2b09502e2,L_P6,6,p,4,True,[12898]
611e2b09502e2,L_K17,17,k,6,True,[9944]
611e2b09502e2,L_K14,14,k,4,True,[10149]
611e2b09502e2,P21,P21,a,7,False,[23471]
611e2b09502e2,L_K8,8,k,5,True,[13571]
611e2b09502e2,L_P3,3,p,5,True,[12379]
611e2b09502e2,L_K2,2,k,4,True,[9673]
611e2b09502e2,P6,P6,a,6,True,[22310]
611e2b09502e2,P22,P22,a,1,False,[16608]
611e2b09502e2,L_N7,7,n,4,True,[9131]
611e2b09502e2,P24,P24,a,6,False,[21889]
611e2b09502e2,P2,P2,a,7,True,[25134]
611e2b09502e2,P12,P12,a,7,True,[26793]
611e2b09502e2,L_N4,4,n,5,True,[14733]
611e2b09502e2,P17,P17,a,2,True,[16158]
611e2b09502e2,L_N1,1,n,4,True,[8783]
611e2b09502e2,L_P21,21,p,6,True,[19315]
611e2b09502e2,P14,P14,a,7,True,[23763]
611e2b09502e2,L_P18,18,p,7,True,[6964]
611e2b09502e2,P20,P20,a,2,True,[17567]
611e2b09502e2,L_N13,13,n,5,True,[12452]
611e2b09502e2,L_N16,16,n,2,True,[14390]
611e2b09502e2,P23,P23,a,6,False,[10029]
611e2b09502e2,P9,P9,a,2,True,[15472]
611e2b09502e2,P7,P7,a,7,False,[13593]
611e2b09502e2,P5,P5,a,6,True,[11670]
611e2b09502e2,P1,P1,a,2,False,[15379]
611e2b09502e2,L_P12,12,p,6,True,[7099]
611e2b09502e2,L_N19,19,n,4,True,[7950]
611e2b09502e2,L_P9,9,p,4,True,[13649]
611e2bae0ebb2,L_P14,14,p,6,True,[24023]
611e2bae0ebb2,L_P5,5,p,5,True,[21989]
611e2bae0ebb2,L_K7,7,k,5,True,[12672]
611e2bae0ebb2,P22,P22,a,2,False,[22298]
611e2bae0ebb2,P8,P8,a,3,True,[21250]
611e2bae0ebb2,P15,P15,a,4,True,[17685]
611e2bae0ebb2,P5,P5,a,4,True,[14671]
611e2bae0ebb2,L_N12,12,n,6,False,[10205]
611e2bae0ebb2,P23,P23,a,7,True,[27004]
611e2bae0ebb2,P2,P2,a,7,True,[16045]
611e2bae0ebb2,P6,P6,a,6,True,[31172]
611e2bae0ebb2,P11,P11,a,3,True,[10011]
611e2bae0ebb2,P10,P10,a,1,False,[12096]
611e2bae0ebb2,L_N6,6,n,5,False,[24942]
611e2bae0ebb2,P18,P18,a,6,False,[14817]
611e2bae0ebb2,L_K19,19,k,5,True,[9120]
611e2bae0ebb2,L_P11,11,p,5,False,[5826]
611e2bae0ebb2,L_K4,4,k,4,False,[15039]
611e2bae0ebb2,L_K1,1,k,5,False,[13412]
611e2bae0ebb2,L_N15,15,n,6,False,[22354]
611e2bae0ebb2,L_N3,3,n,5,True,[32183]
611e2bae0ebb2,P16,P16,a,7,True,[18191]
611e2bae0ebb2,P9,P9,a,2,True,[11678]
611e2bae0ebb2,P17,P17,a,2,True,[10622]
611e2bae0ebb2,P1,P1,a,2,False,[10922]
611e2bae0ebb2,L_N9,9,n,3,True,[12759]
611e2bae0ebb2,P24,P24,a,6,True,[11254]
611e2bae0ebb2,P13,P13,a,2,False,[15714]
611e2bae0ebb2,L_P8,8,p,6,True,[9318]
611e2bae0ebb2,P21,P21,a,1,True,[13483]
611e2bae0ebb2,L_P20,20,p,6,True,[11005]
611e2bae0ebb2,L_K13,13,k,6,True,[13545]
611e2bae0ebb2,P3,P3,a,2,True,[14257]
611e2bae0ebb2,P19,P19,a,6,True,[18387]
611e2bae0ebb2,P20,P20,a,3,False,[15950]
611e2bae0ebb2,L_N18,18,n,6,True,[14870]
611e2bae0ebb2,L_K16,16,k,4,False,[25619]
611e2bae0ebb2,L_N21,21,n,6,True,[11767]
611e2bae0ebb2,P7,P7,a,6,True,[12228]
611e2bae0ebb2,P4,P4,a,3,True,[14317]
611e2bae0ebb2,L_P2,2,p,5,True,[4286]
611e2bae0ebb2,P14,P14,a,4,True,[16425]
611e2bae0ebb2,L_P17,17,p,4,True,[6110]
611e2bae0ebb2,L_K10,10,k,4,False,[20836]
611e2bae0ebb2,P12,P12,a,6,True,[15462]
611e2c2b562e9,P1,P1,a,1,False,[18417]
611e2c2b562e9,P11,P11,a,2,True,[10905]
611e2c2b562e9,L_N1,1,n,5,True,[9051]
611e2c2b562e9,P24,P24,a,6,False,[11664]
611e2c2b562e9,P2,P2,a,7,True,[17616]
611e2c2b562e9,L_N4,4,n,4,True,[12112]
611e2c2b562e9,L_K11,11,k,7,True,[4351]
611e2c2b562e9,L_N16,16,n,4,False,[9600]
611e2c2b562e9,L_K20,20,k,7,True,[11370]
611e2c2b562e9,P4,P4,a,1,True,[20163]
611e2c2b562e9,P16,P16,a,7,True,[13612]
611e2c2b562e9,P9,P9,a,3,True,[11872]
611e2c2b562e9,L_P18,18,p,7,True,[9231]
611e2c2b562e9,L_P9,9,p,7,True,[12805]
611e2c2b562e9,P22,P22,a,1,False,[11097]
611e2c2b562e9,P13,P13,a,2,True,[12436]
611e2c2b562e9,L_K8,8,k,6,True,[9326]
611e2c2b562e9,L_N7,7,n,5,True,[7771]
611e2c2b562e9,P23,P23,a,7,False,[13550]
611e2c2b562e9,P20,P20,a,1,False,[12514]
611e2c2b562e9,P6,P6,a,7,True,[21714]
611e2c2b562e9,L_P12,12,p,5,False,[5816]
611e2c2b562e9,L_K5,5,k,5,True,[11545]
611e2c2b562e9,P3,P3,a,1,True,[12320]
611e2c2b562e9,L_P21,21,p,7,True,[11981]
611e2c2b562e9,P21,P21,a,1,False,[16685]
611e2c2b562e9,L_K2,2,k,5,True,[5141]
611e2c2b562e9,L_N13,13,n,7,True,[8538]
611e2c2b562e9,P19,P19,a,7,False,[16874]
611e2c2b562e9,P17,P17,a,1,False,[10790]
611e2c2b562e9,P15,P15,a,7,True,[11839]
611e2c2b562e9,L_P3,3,p,4,True,[7047]
611e2c2b562e9,L_K14,14,k,5,True,[7221]
611e2c2b562e9,P7,P7,a,7,True,[16037]
611e2c2b562e9,P8,P8,a,2,True,[13177]
611e2c2b562e9,P18,P18,a,7,True,[16619]
611e2c2b562e9,L_N10,10,n,4,False,[9649]
611e2c2b562e9,P14,P14,a,6,False,[14113]
611e2c2b562e9,L_K17,17,k,4,False,[4785]
611e2c2b562e9,L_N19,19,n,6,True,[7055]
611e2c2b562e9,P10,P10,a,1,True,[12261]
611e2c2b562e9,P12,P12,a,7,True,[20404]
611e2c2b562e9,L_P6,6,p,4,False,[9244]
611e2c2b562e9,P5,P5,a,5,True,[9751]
611e2c2b562e9,L_P15,15,p,4,False,[10075]
611e2d4dd5944,L_P2,2,p,6,True,[6648]
611e2d4dd5944,P3,P3,a,5,False,[39250]
611e2d4dd5944,P22,P22,a,2,False,[16570]
611e2d4dd5944,L_P5,5,p,5,True,[10499]
611e2d4dd5944,L_N12,12,n,6,True,[4383]
611e2d4dd5944,P5,P5,a,2,True,[14848]
611e2d4dd5944,P24,P24,a,5,False,[11359]
611e2d4dd5944,P20,P20,a,2,False,[4508]
611e2d4dd5944,L_K7,7,k,2,True,[9701]
611e2d4dd5944,L_P17,17,p,2,True,[1658]
611e2d4dd5944,L_N6,6,n,5,True,[10872]
611e2d4dd5944,P13,P13,a,2,True,[28118]
611e2d4dd5944,L_N15,15,n,6,True,[12234]
611e2d4dd5944,P23,P23,a,6,True,[18618]
611e2d4dd5944,P17,P17,a,2,True,[10911]
611e2d4dd5944,L_N3,3,n,4,True,[7832]
611e2d4dd5944,P10,P10,a,3,True,[17260]
611e2d4dd5944,P1,P1,a,3,False,[14345]
611e2d4dd5944,P18,P18,a,6,False,[29284]
611e2d4dd5944,P14,P14,a,2,True,[25317]
611e2d4dd5944,P6,P6,a,6,True,[21202]
611e2d4dd5944,P4,P4,a,2,True,[14387]
611e2d4dd5944,L_P20,20,p,6,True,[16343]
611e2d4dd5944,P21,P21,a,2,True,[15095]
611e2d4dd5944,P9,P9,a,1,True,[6403]
611e2d4dd5944,L_N18,18,n,6,True,[8637]
611e2d4dd5944,P12,P12,a,4,True,[17303]
611e2d4dd5944,L_N9,9,n,5,True,[5918]
611e2d4dd5944,P7,P7,a,6,False,[15461]
611e2d4dd5944,L_K4,4,k,4,False,[17656]
611e2d4dd5944,L_P11,11,p,5,True,[2188]
611e2d4dd5944,L_K16,16,k,5,True,[8516]
611e2d4dd5944,P2,P2,a,5,True,[22347]
611e2d4dd5944,L_P14,14,p,4,True,[4704]
611e2d4dd5944,P15,P15,a,5,True,[13802]
611e2d4dd5944,P8,P8,a,2,True,[15961]
611e2d4dd5944,L_K1,1,k,4,False,[3263]
611e2d4dd5944,L_K13,13,k,6,True,[7728]
611e2d4dd5944,L_K19,19,k,4,True,[3178]
611e2d4dd5944,L_P8,8,p,5,True,[2047]
611e2d4dd5944,L_N21,21,n,5,True,[1356]
611e2d4dd5944,P19,P19,a,5,True,[11676]
611e2d4dd5944,L_K10,10,k,3,True,[17158]
611e2d4dd5944,P16,P16,a,5,False,[1790]
611e2d4dd5944,P11,P11,a,2,True,[1830]
611e2d8a53ff6,L_K6,6,k,5,True,[32646]
611e2d8a53ff6,P13,P13,a,4,False,[22219]
611e2d8a53ff6,P24,P24,a,7,True,[6801]
611e2d8a53ff6,L_K3,3,k,4,True,[1735]
611e2d8a53ff6,L_N5,5,n,6,True,[7986]
611e2d8a53ff6,L_N2,2,n,4,False,[3832]
611e2d8a53ff6,L_K15,15,k,7,True,[20185]
611e2d8a53ff6,P9,P9,a,1,True,[10168]
611e2d8a53ff6,P14,P14,a,7,True,[25663]
611e2d8a53ff6,L_P7,7,p,7,True,[9566]
611e2d8a53ff6,L_K9,9,k,6,True,[13244]
611e2d8a53ff6,P10,P10,a,3,True,[1657]
611e2d8a53ff6,P5,P5,a,1,True,[12973]
611e2d8a53ff6,L_P13,13,p,6,True,[2086]
611e2d8a53ff6,L_P16,16,p,2,False,[18856]
611e2d8a53ff6,L_P1,1,p,5,True,[1665]
611e2d8a53ff6,P21,P21,a,1,False,[17740]
611e2d8a53ff6,P2,P2,a,7,True,[16243]
611e2d8a53ff6,P20,P20,a,2,False,[19059]
611e2d8a53ff6,P15,P15,a,7,True,[18471]
611e2d8a53ff6,P17,P17,a,1,False,[15827]
611e2d8a53ff6,P8,P8,a,1,False,[14992]
611e2d8a53ff6,P22,P22,a,1,True,[14483]
611e2d8a53ff6,L_N14,14,n,7,True,[2314]
611e2d8a53ff6,P1,P1,a,1,False,[12553]
611e2d8a53ff6,P19,P19,a,5,True,[27008]
611e2d8a53ff6,L_K18,18,k,6,True,[12222]
611e2d8a53ff6,P6,P6,a,7,True,[27299]
611e2d8a53ff6,L_N20,20,n,7,True,[9719]
611e2d8a53ff6,P11,P11,a,1,False,[1860]
611e2d8a53ff6,P4,P4,a,2,True,[2252]
611e2d8a53ff6,P12,P12,a,7,True,[5970]
611e2d8a53ff6,P16,P16,a,7,False,[4803]
611e2d8a53ff6,P18,P18,a,7,False,[8838]
611e2d8a53ff6,L_N8,8,n,6,True,[4582]
611e2d8a53ff6,P23,P23,a,7,False,[3317]
611e2d8a53ff6,L_N11,11,n,5,True,[1800]
611e2d8a53ff6,L_N17,17,n,2,False,[6755]
611e2d8a53ff6,L_K12,12,k,6,False,[16209]
611e2d8a53ff6,L_P10,10,p,4,False,[1249]
611e2d8a53ff6,L_P19,19,p,4,False,[1944]
611e2d8a53ff6,P7,P7,a,6,True,[1487]
611e2d8a53ff6,L_K21,21,k,6,True,[14536]
611e2d8a53ff6,P3,P3,a,1,False,[1672]
611e2d8a53ff6,L_P4,4,p,4,False,[2146]
611e2e0b0d851,L_N5,5,n,5,False,[12808]
611e2e0b0d851,L_K21,21,k,7,True,[18100]
611e2e0b0d851,P9,P9,a,6,True,[27130]
611e2e0b0d851,P22,P22,a,1,False,[14353]
611e2e0b0d851,L_P13,13,p,7,True,[24974]
611e2e0b0d851,L_N11,11,n,5,False,[6801]
611e2e0b0d851,L_N2,2,n,4,False,[10462]
611e2e0b0d851,L_N20,20,n,6,True,[15553]
611e2e0b0d851,L_P7,7,p,6,True,[12552]
611e2e0b0d851,L_P16,16,p,4,False,[37514]
611e2e0b0d851,L_K9,9,k,6,True,[19596]
611e2e0b0d851,L_P10,10,p,5,True,[21721]
611e2e0b0d851,L_N8,8,n,5,True,[13229]
611e2e0b0d851,L_P19,19,p,6,True,[13740]
611e2e0b0d851,P11,P11,a,7,True,[11887]
611e2e0b0d851,L_N17,17,n,1,True,[9739]
611e2e0b0d851,P15,P15,a,7,True,[19854]
611e2e0b0d851,P10,P10,a,2,False,[17778]
611e2e0b0d851,P23,P23,a,7,False,[19722]
611e2e0b0d851,P8,P8,a,1,False,[15074]
611e2e0b0d851,P24,P24,a,6,False,[21322]
611e2e0b0d851,P16,P16,a,7,True,[15990]
